feature,importance
High Price,0.0025345354035926594
Bid Price,0.002324375779894874
Ask Price,0.0020276176470567764
Low Price,0.001686039087567906
Price to Sales Ratio,0.0015877664359974328
cpi_index,0.0014541598887397303
ihsg_close,0.0013822705419063602
ihsg_return_1d,0.0013821627784963441
Price to Book Ratio,0.0013737576063715471
bi_rate,0.0013020900058451183
Dividend Indicated Yld - Gross,0.0012320862964620956
Moving Average 20 Day,0.001095498633086761
Price Earnings Ratio,0.001048837225687518
exchange_rate_usd_idr,0.0009743631444003013
Price Change 1 Day Percent,0.0007446016736160654
inflation_rate,0.0006759206849489701
