feature,importance
Moving Average 20 Day,0.003002734624072621
Bid Price,0.002879619480359658
ihsg_close,0.0023764635062219195
High Price,0.002151391153955366
Ask Price,0.001951540745557387
Price Earnings Ratio,0.0018309102859119105
cpi_index,0.0016453237035973331
Low Price,0.0015876239725255907
ihsg_return_1d,0.0015759719116318002
Price Change 1 Day Percent,0.0014836489060321932
Dividend Indicated Yld - Gross,0.0012597159895964137
inflation_rate,0.0012202120916748576
exchange_rate_usd_idr,0.0010981781915121516
Price to Sales Ratio,0.0010808719398792653
Price to Book Ratio,0.0009865697301662578
bi_rate,0.0007794532335579722
