Date,Price Change 1 Day Percent,High Price,Low Price,Moving Average 20 Day,Ask Price,Bid Price,Price to Sales Ratio,Price to Book Ratio,Dividend Indicated Yld - Gross,Price Earnings Ratio,Free Float Percent,Volume,VWAP (Vol Weighted Average Price),Equity Float,Closing Price
2024-10-31,0,1455,1400,1447.75,1415,1405,0.5959,0.6161,3.551,6.0289,39.7646,38857700,1423.7255,5580.744,1405
2024-10-30,-1.4035,1425,1390,1447,1405,1400,0.5959,0.6161,3.551,6.0289,39.7646,23566400,1403.1224,5580.744,1405
2024-10-29,-1.7241,1450,1425,1447.5,1425,1420,0.6044,0.6248,3.5011,6.1147,39.7646,9926200,1430.9725,5580.744,1425
2024-10-28,-1.3605,1470,1430,1449.5,1450,1445,0.615,0.6358,3.4408,6.222,39.7646,14606100,1441.6671,5580.744,1450
2024-10-25,-1.6722,1505,1460,1449.5,1470,1465,0.6235,0.6446,3.394,6.3078,39.7646,14898200,1472.575,5580.744,1470
2024-10-24,1.0135,1505,1470,1449,1495,1490,0.6341,0.6555,3.3372,6.4151,39.7646,20592200,1488.7645,5580.744,1495
2024-10-23,0.6803,1490,1460,1447.5,1480,1475,0.6277,0.6489,3.371,6.3507,39.7646,16406100,1477.1195,5580.744,1480
2024-10-22,-1.3423,1490,1460,1445.75,1470,1465,0.6235,0.6446,3.394,6.3078,39.7646,22958600,1473.0613,5580.744,1470
2024-10-21,-0.6667,1515,1485,1448,1490,1485,0.632,0.6533,3.3484,6.3936,39.7646,13809100,1497.5654,5580.744,1490
2024-10-18,-0.3322,1515,1485,1450,1500,1495,0.6362,0.6577,3.3261,6.4365,39.7646,21884700,1496.8868,5580.744,1500
2024-10-17,0.3333,1525,1500,1451.5,1510,1505,0.6383,0.6599,3.315,6.458,39.7646,25849100,1514.1418,5580.744,1505
2024-10-16,0.6711,1525,1485,1453,1500,1495,0.6362,0.6577,3.3261,6.4365,39.7646,72887696,1507.6637,5580.744,1500
2024-10-15,0.6757,1505,1480,1452.25,1490,1485,0.632,0.6533,3.3484,6.3936,39.7646,40905900,1495.9301,5580.744,1490
2024-10-14,2.069,1485,1440,1450,1485,1480,0.6277,0.6489,3.371,6.3507,39.7646,39344900,1470.4905,5580.744,1480
2024-10-11,4.3165,1460,1400,1447.5,1455,1450,0.615,0.6358,3.4408,6.222,39.7646,57485900,1439.3228,5580.744,1450
2024-10-10,0,1400,1380,1447,1390,1385,0.5896,0.6095,3.5893,5.9645,39.7646,7132300,1391.2839,5580.744,1390
2024-10-09,-1.4184,1430,1390,1449.75,1395,1390,0.5896,0.6095,3.5893,5.9645,39.7646,21579100,1404.4177,5580.744,1390
2024-10-08,1.8051,1430,1370,1451.5,1415,1410,0.598,0.6182,3.5384,6.0503,39.7646,37189100,1409.5349,5580.744,1410
2024-10-07,1.4652,1395,1350,1451,1390,1385,0.5874,0.6073,3.6023,5.9431,39.7646,24354800,1373.3297,5580.744,1385
2024-10-04,-1.7986,1395,1350,1452,1365,1360,0.5789,0.5985,3.655,5.8572,39.7646,26603000,1365.0974,5580.744,1365
2024-10-03,-1.7668,1415,1375,1454,1400,1390,0.5896,0.6095,3.5893,5.9645,39.7646,32696300,1392.8369,5580.744,1390
2024-10-02,-3.413,1465,1405,1452.75,1415,1410,0.6002,0.6204,3.5259,6.0718,39.7646,33017100,1428.2747,5580.744,1415
2024-10-01,1.0345,1470,1435,1451.25,1465,1460,0.6214,0.6424,3.4056,6.2863,39.7646,15570800,1458.2009,5580.744,1465
2024-09-30,-0.6849,1460,1430,1447.75,1450,1445,0.615,0.6358,3.4408,6.222,39.7646,16399600,1442.9401,5580.744,1450
2024-09-27,-0.3413,1465,1435,1445.75,1460,1455,0.6255,0.6603,3.4172,5.8071,39.7646,33465100,1449.9711,5580.744,1460
2024-09-26,1.3841,1470,1425,1442.25,1465,1460,0.6276,0.6625,3.4056,5.827,39.7646,33165200,1456.2997,5580.744,1465
2024-09-25,-4.6205,1495,1425,1440,1450,1445,0.6191,0.6535,3.4527,5.7475,39.7646,89349800,1448.7246,5580.744,1445
2024-09-24,-0.9804,1530,1510,1437.75,1515,1510,0.6491,0.6852,3.2932,6.0259,39.7646,33881600,1515.9169,5580.744,1515
2024-09-23,0,1545,1515,1433.75,1535,1530,0.6555,0.6919,3.2609,6.0856,39.7646,32668100,1534.7476,5580.744,1530
2024-09-20,-0.3257,1540,1505,1425.75,1530,1525,0.6555,0.6919,3.2609,6.0856,39.7646,51627300,1521.4541,5580.744,1530
2024-09-19,3.367,1545,1490,1415.25,1535,1530,0.6576,0.6942,3.2503,6.1054,39.7646,115224896,1515.9775,5580.744,1535
2024-09-18,2.7682,1495,1445,1406,1490,1485,0.6362,0.6716,3.3597,5.9066,39.7646,70162896,1475.4595,5580.744,1485
2024-09-17,1.049,1460,1430,1400,1450,1445,0.6191,0.6535,3.4527,5.7475,39.7646,32685400,1447.1234,5580.744,1445
2024-09-13,-0.6944,1440,1415,1393.5,1430,1425,0.6126,0.6467,3.4889,5.6878,39.7646,22573300,1423.1079,5580.744,1430
2024-09-12,-0.346,1460,1435,1387.25,1445,1440,0.6169,0.6512,3.4647,5.7276,39.7646,28954700,1442.9283,5580.744,1440
2024-09-11,1.4035,1460,1415,1380.25,1445,1440,0.6191,0.6535,3.4527,5.7475,39.7646,50746100,1440.3099,5580.744,1445
2024-09-10,1.7857,1435,1400,1373.25,1425,1420,0.6105,0.6445,3.5011,5.6679,39.7646,44240100,1420.6379,5580.744,1425
2024-09-09,-0.3559,1425,1380,1367.5,1400,1395,0.5998,0.6331,3.5637,5.5685,39.7646,26798200,1399.4425,5580.744,1400
2024-09-06,0,1430,1395,1361.5,1410,1405,0.6019,0.6354,3.551,5.5884,39.7646,38675500,1410.1317,5580.744,1405
2024-09-05,2.9304,1410,1370,1354.5,1405,1400,0.6019,0.6354,3.551,5.5884,39.7646,37101000,1393.7046,5580.744,1405
2024-09-04,-1.444,1385,1360,1347.25,1370,1365,0.5848,0.6173,3.655,5.4293,39.7646,26326300,1372.1584,5580.744,1365
2024-09-03,-0.7168,1405,1375,1342.5,1385,1380,0.5934,0.6264,3.6023,5.5088,39.7646,21849300,1383.6288,5580.744,1385
2024-09-02,-1.0638,1415,1390,1337,1400,1395,0.5977,0.6309,3.5764,5.5486,39.7646,25419100,1399.4087,5580.744,1395
2024-08-30,1.4388,1410,1390,1329.5,1410,1405,0.6041,0.6377,3.5384,5.6083,39.7646,28041200,1402.0776,5580.744,1410
2024-08-29,-2.1127,1420,1390,1325,1395,1390,0.5955,0.6286,3.5893,5.5287,39.7646,38064200,1403.7062,5580.744,1390
2024-08-28,1.4286,1425,1385,1322.5,1425,1420,0.6084,0.6422,3.5135,5.648,39.7646,45616800,1406.0117,5580.744,1420
2024-08-27,-2.439,1440,1390,1317.25,1405,1400,0.5998,0.6331,3.5637,5.5685,39.7646,46632500,1410.4033,5580.744,1400
2024-08-26,4.7445,1440,1365,1312.75,1435,1430,0.6148,0.649,3.4767,5.7077,39.7646,98131200,1410.2035,5580.744,1435
2024-08-23,3.7879,1375,1325,1306.5,1370,1365,0.5869,0.6196,3.6417,5.4492,39.7646,36112400,1356.9257,5580.744,1370
2024-08-22,-2.2222,1350,1320,1303.5,1325,1320,0.5655,0.597,3.7796,5.2503,39.7646,27867900,1333.0012,5580.744,1320
2024-08-21,-1.0989,1380,1350,1303.75,1355,1350,0.5784,0.6105,3.6957,5.3696,39.7646,35065700,1362.2638,5580.744,1350
2024-08-20,3.8023,1370,1315,1304,1370,1365,0.5848,0.6173,3.655,5.4293,39.7646,63466500,1348.5363,5580.744,1365
2024-08-19,0.7663,1315,1295,1303.75,1315,1310,0.5634,0.5947,3.794,5.2304,39.7646,18102700,1307.8966,5580.744,1315
2024-08-16,0.3846,1315,1300,1306.5,1305,1300,0.5591,0.5902,3.8231,5.1906,39.7646,10629900,1306.2324,5580.744,1305
2024-08-15,-0.3831,1320,1290,1309.75,1305,1300,0.557,0.5879,3.8378,5.1707,39.7646,19501200,1299.8549,5580.744,1300
2024-08-14,-0.3817,1330,1300,1314.25,1305,1300,0.5591,0.5902,3.8231,5.1906,39.7646,22814400,1312.9666,5580.744,1305
2024-08-13,2.3438,1320,1275,1319.75,1310,1305,0.5612,0.5924,3.8085,5.2105,39.7646,24621000,1295.2026,5580.744,1310
2024-08-12,1.1858,1280,1260,1323.25,1280,1275,0.5484,0.5789,3.8978,5.0912,39.7646,7995700,1272.2439,5580.744,1280
2024-08-09,0.3968,1285,1265,1327.25,1270,1265,0.542,0.5721,3.944,5.0315,39.7646,9489800,1270.808,5580.744,1265
2024-08-08,-0.7874,1275,1255,1332,1260,1255,0.5398,0.5698,3.9596,5.0116,39.7646,13845800,1261.6823,5580.744,1260
2024-08-07,-0.3922,1280,1260,1333.75,1270,1265,0.5441,0.5744,3.9285,5.0514,39.7646,13283200,1270.3505,5580.744,1270
2024-08-06,2.4096,1275,1235,1334.5,1275,1270,0.5462,0.5766,3.913,5.0713,39.7646,23647200,1259.3087,5580.744,1275
2024-08-05,-5.6818,1310,1235,1335.5,1250,1245,0.5334,0.563,4.0073,4.952,39.7646,61184900,1267.9805,5580.744,1245
2024-08-02,-1.4925,1340,1320,1338.75,1325,1320,0.5655,0.597,3.7796,5.2503,39.7646,14875500,1326.7657,5580.744,1320
2024-08-01,1.9011,1345,1320,1336.75,1345,1340,0.5741,0.606,3.7232,5.3298,39.7646,27408100,1335.8729,5580.744,1340
2024-07-31,0.3817,1330,1305,1334,1315,1310,0.5634,0.5947,3.794,5.2304,39.7646,30237800,1317.3658,5580.744,1315
2024-07-30,0,1325,1300,1331.5,1315,1310,0.5612,0.5924,3.8085,5.2105,39.7646,17051000,1309.1497,5580.744,1310
2024-07-29,0,1325,1305,1329.75,1315,1310,0.5612,0.5924,3.8085,5.2105,39.7646,17274400,1313.1906,5580.744,1310
2024-07-26,-1.1321,1340,1300,1328,1315,1310,0.5612,0.5924,3.8085,5.2105,39.7646,31796100,1314.7833,5580.744,1310
2024-07-25,-2.214,1355,1315,1325.75,1330,1325,0.5677,0.5992,3.7654,5.2702,39.7646,19547800,1325.4296,5580.744,1325
2024-07-24,-0.3676,1370,1335,1322.5,1355,1350,0.5805,0.6128,3.682,5.3895,39.7646,19806300,1348.8593,5580.744,1355
2024-07-23,-0.7299,1385,1350,1317,1360,1355,0.5827,0.6151,3.6685,5.4094,39.7646,16641200,1361.4487,5580.744,1360
2024-07-22,0,1390,1355,1311,1375,1370,0.5869,0.6196,3.6417,5.4492,39.7646,19685100,1372.3258,5580.744,1370
2024-07-19,-1.4388,1395,1355,1304.5,1375,1370,0.5869,0.6196,3.6417,5.4492,39.7646,22374600,1371.5411,5580.744,1370
2024-07-18,-1.7668,1415,1380,1298.5,1390,1385,0.5955,0.6286,3.5893,5.5287,39.7646,38189900,1396.9733,5580.744,1390
2024-07-17,2.5362,1415,1375,1290.5,1415,1410,0.6062,0.6399,3.5259,5.6281,39.7646,45039100,1396.2457,5580.744,1415
2024-07-16,1.4706,1385,1365,1278.5,1385,1380,0.5912,0.6241,3.6153,5.4889,39.7646,31340200,1376.0685,5580.744,1380
2024-07-15,0,1365,1345,1269.75,1365,1360,0.5827,0.6151,3.6685,5.4094,39.7646,23847500,1354.1591,5580.744,1360
2024-07-12,5.0193,1370,1310,1263.75,1360,1355,0.5827,0.6151,3.6685,5.4094,39.7646,72033400,1346.1277,5580.744,1360
2024-07-11,0.7782,1295,1275,1257,1295,1290,0.5548,0.5857,3.8526,5.1508,39.7646,11378900,1287.0016,5580.744,1295
2024-07-10,-0.7722,1320,1285,1253.25,1285,1280,0.5505,0.5811,3.8826,5.1111,39.7646,13364300,1296.1371,5580.744,1285
2024-07-09,-1.145,1325,1295,1250.75,1300,1295,0.5548,0.5857,3.8526,5.1508,39.7646,23764100,1309.3243,5580.744,1295
2024-07-08,2.3438,1310,1260,1248.25,1310,1305,0.5612,0.5924,3.8085,5.2105,39.7646,27024600,1291.0978,5580.744,1310
2024-07-05,-0.3891,1310,1275,1247.25,1285,1280,0.5484,0.5789,3.8978,5.0912,39.7646,21637900,1291.236,5580.744,1280
2024-07-04,1.581,1295,1260,1246.75,1290,1285,0.5505,0.5811,3.8826,5.1111,39.7646,26524700,1279.8424,5580.744,1285
2024-07-03,-0.7843,1285,1255,1245.75,1270,1265,0.542,0.5721,3.944,5.0315,39.7646,9618600,1265.844,5580.744,1265
2024-07-02,0,1285,1270,1245.75,1275,1270,0.5462,0.5766,3.913,5.0713,39.7646,13158600,1274.9261,5580.744,1275
2024-07-01,0.7905,1290,1265,1243.25,1280,1275,0.5462,0.5766,3.913,5.0713,39.7646,17987200,1277.0026,5580.744,1275
2024-06-28,0.3968,1290,1260,1241.25,1265,1260,0.542,0.5721,3.944,5.0315,39.7646,20656800,1274.5201,5580.744,1265
2024-06-27,1.2048,1270,1245,1241,1260,1255,0.5474,0.5785,3.9596,4.9668,39.7646,11387900,1258.3263,5580.744,1260
2024-06-26,0.4032,1255,1235,1240.5,1245,1240,0.5409,0.5716,4.0073,4.9077,39.7646,7606300,1240.9694,5580.744,1245
2024-06-25,0,1250,1225,1238.25,1245,1240,0.5387,0.5693,4.0235,4.888,39.7646,7950600,1237.0538,5580.744,1240
2024-06-24,-0.8,1265,1240,1238,1240,1235,0.5387,0.5693,4.0235,4.888,39.7646,13429700,1250.8485,5580.744,1240
2024-06-21,1.626,1265,1220,1238,1255,1250,0.5431,0.5739,3.9913,4.9274,39.7646,22513600,1251.0911,5580.744,1250
2024-06-20,4.6809,1235,1175,1239,1235,1230,0.5344,0.5647,4.0562,4.8486,39.7646,33350200,1210.9116,5580.744,1230
2024-06-19,-2.4896,1225,1175,1242.5,1180,1175,0.5105,0.5395,4.2461,4.6318,39.7646,32257200,1197.7081,5580.744,1175
2024-06-14,-2.8226,1240,1205,1247.5,1210,1205,0.5235,0.5532,4.1404,4.75,39.7646,13993500,1216.0654,5580.744,1205
2024-06-13,1.2245,1250,1230,1251,1240,1235,0.5387,0.5693,4.0235,4.888,39.7646,21280600,1239.332,5580.744,1240
2024-06-12,0.4098,1225,1205,1251,1225,1220,0.5322,0.5624,4.0728,4.8289,39.7646,12852700,1214.571,5580.744,1225
2024-06-11,-1.2146,1245,1215,1251.75,1225,1220,0.53,0.5601,4.0895,4.8092,39.7646,11482500,1226.844,5580.744,1220
2024-06-10,-0.8032,1255,1225,1252,1240,1235,0.5365,0.567,4.0398,4.8683,39.7646,13416800,1237.1274,5580.744,1235
2024-06-07,-3.4884,1280,1245,1253.75,1250,1245,0.5409,0.5716,4.0073,4.9077,39.7646,21779900,1261.6091,5580.744,1245
2024-06-06,1.5748,1290,1260,1256,1290,1285,0.5604,0.5923,3.8675,5.0851,39.7646,20729000,1277.7406,5580.744,1290
2024-06-05,0.3953,1280,1250,1254.75,1270,1265,0.5518,0.5831,3.9285,5.0063,39.7646,25324900,1267.7937,5580.744,1270
2024-06-04,0,1290,1265,1255.25,1265,1260,0.5496,0.5808,3.944,4.9865,39.7646,33599700,1275.4215,5580.744,1265
2024-06-03,3.2653,1275,1225,1258,1270,1265,0.5496,0.5808,3.944,4.9865,39.7646,26837700,1252.1395,5580.744,1265
2024-05-31,-0.8097,1250,1225,1260.25,1225,1220,0.5322,0.5624,4.0728,4.8289,39.7646,37501300,1228.4993,5580.744,1225
2024-05-30,-1.9841,1265,1215,1263.5,1235,1230,0.5365,0.567,4.0398,4.8683,39.7646,30772700,1233.8606,5580.744,1235
2024-05-29,0.8,1265,1230,1269.25,1260,1255,0.5474,0.5785,3.9596,4.9668,39.7646,26417400,1251.7739,5580.744,1260
2024-05-28,4.1667,1255,1210,1275,1250,1245,0.5431,0.5739,3.9913,4.9274,39.7646,30108400,1235.4861,5580.744,1250
2024-05-27,-2.834,1240,1200,1281,1205,1200,0.5213,0.5509,4.1576,4.7303,39.7646,34436900,1212.3118,5580.744,1200
2024-05-22,-0.4032,1255,1230,1289,1240,1235,0.5365,0.567,4.0398,4.8683,39.7646,22633100,1236.9131,5580.744,1235
2024-05-21,-2.3622,1280,1225,1296,1245,1240,0.5387,0.5693,4.0235,4.888,39.7646,29280200,1244.6398,5580.744,1240
2024-05-20,-2.3077,1320,1265,1305,1270,1265,0.5518,0.5831,3.9285,5.0063,39.7646,23408300,1287.4786,5580.744,1270
2024-05-17,1.9608,1325,1260,1310.25,1305,1300,0.5648,0.5969,3.8378,5.1245,39.7646,34890800,1305.1493,5580.744,1300
2024-05-16,0,1305,1270,1315.25,1280,1275,0.5539,0.5854,3.913,5.026,39.7646,29298000,1287.0811,5580.744,1275
2024-05-15,2.8226,1285,1235,1326.5,1275,1270,0.5539,0.5854,3.913,5.026,39.7646,33981100,1265.5446,5580.744,1275
2024-05-14,0,1260,1230,1338.5,1240,1235,0.5387,0.5693,4.0235,4.888,39.7646,19397400,1243.7496,5580.744,1240
2024-05-13,1.2245,1250,1215,1349.75,1240,1235,0.5387,0.5693,4.0235,4.888,39.7646,27680800,1233.277,5580.744,1240
2024-05-08,-3.5433,1280,1220,1361.5,1230,1225,0.5322,0.5624,4.0728,4.8289,39.7646,52119300,1238.6522,5580.744,1225
2024-05-07,-1.5504,1295,1265,1374.75,1270,1265,0.5518,0.5831,3.9285,5.0063,39.7646,15220800,1274.5288,5580.744,1270
2024-05-06,1.9763,1300,1270,1389,1295,1290,0.5604,0.5923,3.8675,5.0851,39.7709,23547400,1289.8715,5581.624,1290
2024-05-03,-1.1719,1290,1260,1404.25,1265,1260,0.5496,0.5808,3.944,4.9865,39.7709,20143200,1271.2572,5581.624,1265
2024-05-02,-3.0303,1310,1265,1421,1285,1280,0.5561,0.5877,3.8978,5.0457,39.7709,28220300,1280.434,5581.624,1280
2024-04-30,0.7634,1340,1295,1436.25,1320,1315,0.5735,0.606,3.7796,5.2034,39.8472,33227500,1322.444,5592.332,1320
2024-04-29,1.5504,1310,1265,1448.25,1310,1305,0.5691,0.6015,3.8085,5.1639,39.8472,49891300,1286.2358,5592.332,1310
2024-04-26,-4.4444,1365,1280,1454,1290,1285,0.5604,0.5923,3.8675,5.0851,39.8472,85302304,1303.3929,5592.332,1290
2024-04-25,-1.8182,1375,1340,1457.75,1355,1350,0.5865,0.6198,3.6957,5.3216,39.8472,29692900,1349.7017,5592.332,1350
2024-04-24,0.365,1415,1370,1457.5,1380,1375,0.5974,0.6313,3.6285,5.4202,39.8472,55140300,1389.6376,5592.332,1375
2024-04-23,0.7353,1395,1355,1457,1375,1370,0.5952,0.629,3.6417,5.4004,39.8472,29622400,1371.6149,5592.332,1370
2024-04-22,-1.0909,1390,1330,1458.25,1365,1360,0.5909,0.6244,3.6685,5.361,39.8472,36392600,1355.8546,5592.332,1360
2024-04-19,-3.169,1400,1350,1461.5,1380,1375,0.5974,0.6313,3.6285,5.4202,39.8472,50946500,1374.8707,5592.332,1375
2024-04-18,3.2727,1420,1380,1461.75,1420,1415,0.6169,0.652,3.5135,5.5975,39.8472,41495800,1407.4591,5592.332,1420
2024-04-17,-1.7857,1425,1365,1459.75,1380,1375,0.5974,0.6313,3.6285,5.4202,39.8472,67115200,1387.9352,5592.332,1375
2024-04-16,-6.6667,1470,1390,1459.25,1405,1400,0.6082,0.6428,3.5637,5.5187,39.8472,114716496,1413.829,5592.332,1400
2024-04-05,-0.9901,1525,1495,1458.5,1505,1500,0.6517,0.6887,3.3261,5.9129,39.8472,26906100,1507.6631,5592.332,1500
2024-04-04,3.413,1530,1460,1451,1515,1510,0.6582,0.6956,3.2932,5.972,39.8472,66590500,1505.7366,5592.332,1515
2024-04-03,-0.678,1475,1450,1445.75,1465,1460,0.6365,0.6726,3.4056,5.7749,39.8472,36682500,1461.5742,5592.332,1465
2024-04-02,-1.0067,1500,1430,1444.5,1480,1475,0.6408,0.6772,3.3825,5.8144,39.8472,99865696,1457.5035,5592.332,1475
2024-04-01,-4.1801,1555,1435,1442.25,1490,1485,0.6473,0.6841,3.3484,5.8735,39.8472,138819696,1470.9821,5592.332,1490
2024-03-28,-2.5078,1595,1535,1440.5,1555,1550,0.6756,0.7139,3.2084,6.1297,39.8472,43278200,1554.3257,5592.332,1555
2024-03-27,-0.3125,1610,1570,1435.25,1595,1590,0.7174,0.7344,3.128,6.3956,39.8472,56030000,1588.4943,5592.332,1595
2024-03-26,0.9464,1610,1560,1428.5,1600,1595,0.7197,0.7367,3.1182,6.4156,39.8472,86123296,1593.1802,5592.332,1600
2024-03-25,1.6026,1590,1520,1421.5,1590,1585,0.7129,0.7298,3.1477,6.3555,39.8472,97619904,1556.2173,5592.332,1585
2024-03-22,9.4737,1570,1410,1416.5,1560,1555,0.7017,0.7183,3.1982,6.2552,39.8472,229921296,1512.3781,5592.332,1560
2024-03-21,4.3956,1460,1375,1412.25,1430,1425,0.641,0.6562,3.5011,5.7139,39.8472,111976896,1425.0375,5592.332,1425
2024-03-20,1.487,1370,1335,1414,1370,1365,0.614,0.6285,3.655,5.4733,39.8472,24944600,1356.9088,5592.332,1365
2024-03-19,-1.4652,1360,1320,1413.25,1350,1345,0.605,0.6193,3.7094,5.3931,39.8472,30806900,1340.8636,5592.332,1345
2024-03-18,-2.1505,1400,1365,1414.25,1370,1365,0.614,0.6285,3.655,5.4733,39.8472,39741700,1377.293,5592.332,1365
2024-03-15,-2.1053,1430,1395,1415.25,1400,1395,0.6275,0.6423,3.5764,5.5936,39.8472,60084100,1405.7666,5592.332,1395
2024-03-14,3.2609,1430,1380,1412.75,1425,1420,0.641,0.6562,3.5011,5.7139,39.8472,65310000,1411.7312,5592.332,1425
2024-03-13,0,1405,1365,1409.5,1385,1380,0.6207,0.6354,3.6153,5.5335,39.8472,39976000,1381.6322,5592.332,1380
2024-03-08,1.0989,1385,1360,1403.25,1380,1375,0.6207,0.6354,3.6153,5.5335,39.8472,31098900,1374.8713,5592.332,1380
2024-03-07,-1.444,1390,1365,1397.25,1365,1360,0.614,0.6285,3.1791,5.4733,39.8472,27127200,1375.171,5592.332,1365
