feature,importance
High Price,0.003118892237399096
Low Price,0.0028549957235917967
Ask Price,0.002228249371547403
ihsg_close,0.002165204462313752
Dividend Indicated Yld - Gross,0.0018285542224709833
Moving Average 20 Day,0.0017786704729412506
Bid Price,0.001702176990593097
Price Change 1 Day Percent,0.001658469990173289
Price Earnings Ratio,0.0015501838514143742
bi_rate,0.0014297581936762252
inflation_rate,0.001349745065942153
exchange_rate_usd_idr,0.001148594435451889
Price to Book Ratio,0.0011272985595154968
ihsg_return_1d,0.001127106153633209
Price to Sales Ratio,0.0009276224073614264
cpi_index,0.0005000042324603101
