feature,importance
Price to Book Ratio,0.006484642747737879
Price Earnings Ratio,0.0048875503332561085
bi_rate,0.00459200639355307
Price Change 1 Day Percent,0.00398483618886934
Ask Price,0.003942070951840526
Low Price,0.0034118401675691983
Bid Price,0.0010034509035500038
ihsg_return_1d,0.0006334446448211898
Price to Sales Ratio,0.0003889310264235556
exchange_rate_usd_idr,0.0003659502499633345
High Price,0.0003025042960265094
Dividend Indicated Yld - Gross,0.00014652469738697012
ihsg_close,0.00010107982864913436
inflation_rate,1.365158823318716e-05
Moving Average 20 Day,0.0
cpi_index,0.0
