epoch,train_loss,val_loss,lr,train_seconds,val_seconds,epoch_seconds
1,0.29426737843234907,0.33365477197792703,0.001,0.7676278400000456,0.019524985999964883,0.7871685669999806
2,0.2009364099058199,0.29183160348649906,0.001,0.0901662750000014,0.009898109000005206,0.10007686499989177
3,0.17982867023637217,0.30107380029482717,0.001,0.09029660099997727,0.009577674999945884,0.09988201600003777
4,0.16319009788788347,0.30506487086519496,0.001,0.09036699500006762,0.009805925000023308,0.10018033000005744
5,0.1607499639513672,0.32202893155160206,0.001,0.09087428800000907,0.009850937000010163,0.1007321749999619
6,0.15198881401810596,0.33235591556225624,0.001,0.0912816270000576,0.009664948000022378,0.10095283599991944
7,0.15259948794773404,0.31980356007883876,0.001,0.08877790100007132,0.009720460999915304,0.09850493300007201
8,0.15001951393047114,0.32831591992945103,0.001,0.0876619399999754,0.009631296000065959,0.0972994659999813
9,0.14555399360195284,0.3723659774501285,0.001,0.0868362100000013,0.0096283670000048,0.09647125799995138
10,0.13868594025411912,0.30430291864005005,0.001,0.08659768999996231,0.00972668099996099,0.0963301419999425
11,0.14162070534348914,0.3237648818181667,0.0005,0.08660657999996602,0.009713981000004424,0.09633949199997005
12,0.13396805912042603,0.37464157420716365,0.0005,0.0866308319999689,0.009630227000002378,0.09626735899996675
13,0.1319088884846284,0.3735480277618884,0.0005,0.08782769699996607,0.009573105000072246,0.09740762100000211
14,0.13330134763298923,0.39287316292038055,0.0005,0.08672955599990928,0.009548433999952977,0.09628463899991857
15,0.1312558772743389,0.3762814035087754,0.0005,0.09287340200000926,0.009747662999984641,0.10262852400001066
16,0.12962425940780228,0.3976346519026723,0.0005,0.08872391799991419,0.00950032100001863,0.09823104999998122
17,0.1280543520619365,0.39777668032334956,0.0005,0.09100621499999306,0.00992905000009614,0.10094214599996576
18,0.12758611579522436,0.36775362359616026,0.0005,0.09336225200001991,0.009763763000023573,0.10313231500003894
19,0.12425619355773412,0.4044221006073318,0.0005,0.0931541609999158,0.009796864000009009,0.10295735699992292
20,0.1274414204087736,0.42634098596506187,0.00025,0.08930752300000222,0.009930690000032882,0.09927266599993345
21,0.12620944790942695,0.37540871155011907,0.00025,0.08834762899994075,0.009835626000040065,0.09818924499995774
22,0.11745649119004553,0.4016601275175046,0.00025,0.09115824900004554,0.009682950000069468,0.10084728899994388
