Date,Price Change 1 Day Percent,High Price,Low Price,Moving Average 20 Day,Ask Price,Bid Price,Price to Sales Ratio,Price to Book Ratio,Dividend Indicated Yld - Gross,Price Earnings Ratio,Free Float Percent,Volume,VWAP (Vol Weighted Average Price),Equity Float,Closing Price,inflation_rate,cpi_index,exchange_rate_usd_idr,bi_rate,ihsg_close,ihsg_return_1d
2024-12-30,-0.2294,4380.0,4270.0,4673.25,4360.0,4350.0,1.9523,0.9987,6.4482,7.5555,39.8201,43899600,4338.5479,14851.837,4350.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7079.90478515625,0.6158395275464024
2024-12-27,-0.4566,4430.0,4360.0,4707.0,4370.0,4360.0,2.0223,1.0332,6.4334,7.5705,39.8201,22838700,4383.7715,14851.837,4360.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7036.57080078125,-0.41291170927522103
2024-12-24,0.0,4400.0,4340.0,4736.5,4380.0,4370.0,2.0315,1.0379,6.404,7.6053,39.8201,21458900,4374.1514,14851.837,4380.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7065.74609375,-0.4325930973771763
2024-12-23,2.8169,4390.0,4320.0,4767.0,4380.0,4370.0,2.0315,1.0379,6.404,7.6053,39.8201,43668100,4355.3345,14851.837,4380.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7096.44482421875,1.6119954504509426
2024-12-20,-1.1601,4360.0,4260.0,4790.0,4270.0,4260.0,1.9759,1.0095,6.5844,7.3969,39.8201,83872496,4291.501,14851.837,4260.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,6983.865234375,0.09498660648958879
2024-12-19,-2.7088,4370.0,4300.0,4813.0,4320.0,4310.0,1.9991,1.0213,6.508,7.4837,39.8201,71247000,4325.9922,14851.837,4310.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,6977.23779296875,-1.8379221220301445
2024-12-18,-0.8949,4530.0,4410.0,4840.0,4440.0,4430.0,2.0547,1.0498,6.3317,7.6921,39.8201,56470100,4445.2363,14851.837,4430.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7107.875,-0.6965465325650677
2024-12-17,-3.6638,4640.0,4430.0,4861.0,4470.0,4460.0,2.0733,1.0592,6.2751,7.7615,39.8201,119873696,4489.8145,14851.837,4470.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7157.73193359375,-1.3900545121526942
2024-12-16,-1.9027,4720.0,4600.0,4881.0,4650.0,4640.0,2.1521,1.0995,6.0452,8.0567,39.8201,83736704,4644.9604,14851.837,4640.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7258.630859375,-0.9032096700736902
2024-12-13,-3.0738,4830.0,4720.0,4894.5,4740.0,4730.0,2.1939,1.1208,5.9301,8.213,39.8201,72851000,4769.0776,14851.837,4730.0,2.18151273615187,172.7414443177586,15855.4482866711,6.0,7324.7890625,-0.9392277123517645
