feature,importance
Price Change 1 Day Percent,0.010639881096722086
exchange_rate_usd_idr,0.007673011132283133
Bid Price,0.0072976642676318626
Price to Sales Ratio,0.003468148901204888
High Price,0.0033517927395425614
Ask Price,0.003104699891991907
Price Earnings Ratio,0.00220011704368516
ihsg_return_1d,0.0021127964156524726
cpi_index,0.001093521526005748
inflation_rate,0.0007415210996340536
bi_rate,0.0004055973593494862
Low Price,0.00019142144301440613
ihsg_close,0.00013580906088464702
Price to Book Ratio,5.2823304819564486e-05
Dividend Indicated Yld - Gross,1.8163074855692684e-06
Moving Average 20 Day,0.0
