trial,val_mae,params
1,436.2103271484375,"{""n_estimators"": 1941, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
2,308.47509765625,"{""n_estimators"": 1236, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
3,317.28125,"{""n_estimators"": 1852, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 8.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
4,401.35394287109375,"{""n_estimators"": 434, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_weight"": 4.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
5,368.0469970703125,"{""n_estimators"": 1566, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
6,452.9900207519531,"{""n_estimators"": 1000, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
7,349.0267028808594,"{""n_estimators"": 546, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
8,455.9716491699219,"{""n_estimators"": 839, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
9,381.7255554199219,"{""n_estimators"": 1671, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 4.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
10,410.9877624511719,"{""n_estimators"": 751, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
11,440.7377014160156,"{""n_estimators"": 631, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
12,304.1321716308594,"{""n_estimators"": 906, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
13,426.2600402832031,"{""n_estimators"": 1243, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
14,393.82977294921875,"{""n_estimators"": 1860, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 2.0, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
15,357.3114318847656,"{""n_estimators"": 521, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
16,453.0704650878906,"{""n_estimators"": 1048, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
17,420.4443054199219,"{""n_estimators"": 1802, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
18,430.35009765625,"{""n_estimators"": 570, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
19,412.0306091308594,"{""n_estimators"": 732, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
20,419.4229431152344,"{""n_estimators"": 1861, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
21,453.7045593261719,"{""n_estimators"": 1935, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
22,343.17584228515625,"{""n_estimators"": 1857, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
23,310.8509216308594,"{""n_estimators"": 1394, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 2.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
24,434.04510498046875,"{""n_estimators"": 871, ""learning_rate"": 0.1, ""max_depth"": 6, ""min_child_weight"": 2.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""gamma"": 0.2}"
