trial,val_mae,params
1,369.0363699773484,"{""n_estimators"": 1384, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
2,374.6645107840585,"{""n_estimators"": 774, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0}"
3,358.9234295141321,"{""n_estimators"": 895, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 40, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
4,415.4253496672608,"{""n_estimators"": 330, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
5,358.67848403541325,"{""n_estimators"": 1871, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0}"
6,343.4861685682732,"{""n_estimators"": 435, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
7,335.319477896996,"{""n_estimators"": 1456, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}"
8,327.4016923165878,"{""n_estimators"": 1222, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
9,301.31706190344863,"{""n_estimators"": 470, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
10,374.45454092440866,"{""n_estimators"": 480, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
11,341.47203266663,"{""n_estimators"": 1626, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0}"
12,418.98159658600446,"{""n_estimators"": 475, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 12, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
13,425.4027413085946,"{""n_estimators"": 362, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
14,417.39513832001484,"{""n_estimators"": 1371, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
15,377.504212258596,"{""n_estimators"": 1400, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
16,328.4284042443919,"{""n_estimators"": 1772, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
17,373.7377881851491,"{""n_estimators"": 1495, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
18,411.3413629820014,"{""n_estimators"": 538, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": 12, ""min_child_samples"": 60, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
19,373.2997908082571,"{""n_estimators"": 486, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 60, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
20,400.79415091471503,"{""n_estimators"": 1790, ""learning_rate"": 0.03, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
21,386.0330557237135,"{""n_estimators"": 1149, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
22,373.0700179967014,"{""n_estimators"": 1885, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
23,339.0350961725249,"{""n_estimators"": 571, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
24,316.1006313505827,"{""n_estimators"": 1096, ""learning_rate"": 0.1, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
25,362.9662032339803,"{""n_estimators"": 538, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
26,385.1347322350362,"{""n_estimators"": 378, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
27,325.74742271497365,"{""n_estimators"": 979, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0}"
28,346.28281074294335,"{""n_estimators"": 651, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
29,371.2648465189482,"{""n_estimators"": 1744, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
30,377.4712047777736,"{""n_estimators"": 830, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0}"
31,367.9285531447441,"{""n_estimators"": 1866, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0}"
32,299.62731408136335,"{""n_estimators"": 1972, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
33,370.24666910686943,"{""n_estimators"": 369, ""learning_rate"": 0.02, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
34,410.00636768562526,"{""n_estimators"": 988, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
35,416.3786890356158,"{""n_estimators"": 547, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0}"
36,402.1045785346316,"{""n_estimators"": 784, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
37,416.55795748006096,"{""n_estimators"": 958, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
38,386.97090584958346,"{""n_estimators"": 1120, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
39,368.6195866073476,"{""n_estimators"": 1743, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 60, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}"
40,352.7577330712894,"{""n_estimators"": 1824, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}"
41,367.3937853764495,"{""n_estimators"": 1702, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
42,399.8407517990921,"{""n_estimators"": 736, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
43,383.64316648040466,"{""n_estimators"": 634, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0}"
44,405.73214024055306,"{""n_estimators"": 1796, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
45,377.07215138659905,"{""n_estimators"": 1384, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
46,370.38593162536876,"{""n_estimators"": 1066, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
47,335.48097316150955,"{""n_estimators"": 428, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}"
48,367.07133684835617,"{""n_estimators"": 556, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
