feature,importance
Low Price,0.0061170160579375734
Price Change 1 Day Percent,0.005812979296186111
Price to Sales Ratio,0.005516495554246265
Bid Price,0.004814221129830302
Dividend Indicated Yld - Gross,0.003945622770424182
inflation_rate,0.0038358777153512658
Price to Book Ratio,0.003202916754899213
cpi_index,0.0022956987490188965
exchange_rate_usd_idr,0.0014079144923016436
bi_rate,0.0008297119671717673
Price Earnings Ratio,0.0006613366383438308
Ask Price,0.0005194864546259248
ihsg_return_1d,0.00047181434541319797
High Price,0.0
Moving Average 20 Day,0.0
ihsg_close,0.0
