feature,importance
Low Price,0.005337161715336454
High Price,0.004159363191865852
Dividend Indicated Yld - Gross,0.0033949452132219435
Bid Price,0.0017208057610938927
Ask Price,0.0010666362378591052
Price Change 1 Day Percent,0.0008445724704264046
Moving Average 20 Day,0.0007640692997180544
Price Earnings Ratio,0.000572955974106053
exchange_rate_usd_idr,0.0005376034464764725
ihsg_close,0.0004927437888303144
Price to Sales Ratio,0.0003204769925408382
bi_rate,0.0002569591000792568
Price to Book Ratio,0.00014835174661129692
inflation_rate,0.0
cpi_index,0.0
ihsg_return_1d,0.0
