feature,importance
Bid Price,0.005327100677932071
Moving Average 20 Day,0.0034231730397247385
High Price,0.0027581979902334473
Dividend Indicated Yld - Gross,0.0024984349393710288
ihsg_close,0.0023841363119696374
Price to Sales Ratio,0.0022699457573859645
Price Earnings Ratio,0.0019455699585884992
Ask Price,0.00171400866335413
exchange_rate_usd_idr,0.0016240977526952817
Price to Book Ratio,0.0011195467590975265
bi_rate,0.0007283124288696106
Low Price,0.0001374944966907357
cpi_index,4.247589192042744e-05
Price Change 1 Day Percent,9.0875184530919e-06
inflation_rate,0.0
ihsg_return_1d,0.0
