feature,importance
Moving Average 20 Day,0.003984697174099794
High Price,0.0036810271079755446
bi_rate,0.0031638915960987336
Price to Sales Ratio,0.002831599642134584
Ask Price,0.002042567349659886
Dividend Indicated Yld - Gross,0.0019426914630457782
Bid Price,0.0016754636638021726
exchange_rate_usd_idr,0.0013541970130366598
inflation_rate,0.0010661681868239345
Price Earnings Ratio,0.0008498492055676013
Low Price,0.000737679740025973
ihsg_close,0.00035861733291918906
cpi_index,0.00011948786365489268
ihsg_return_1d,6.0886567613730655e-05
Price to Book Ratio,2.4057497891298575e-06
Price Change 1 Day Percent,0.0
