feature,importance
Moving Average 20 Day,0.0021877088084340593
Bid Price,0.002152803291126157
Ask Price,0.002028384594625001
ihsg_close,0.0020105957408050714
cpi_index,0.0019080554288658273
inflation_rate,0.0018908020001837894
Price to Sales Ratio,0.0018340717586832155
Low Price,0.0017716197174074313
High Price,0.0017715808243191028
Price to Book Ratio,0.0015524533417177924
exchange_rate_usd_idr,0.0015202141777663908
ihsg_return_1d,0.0013662947510260303
bi_rate,0.0011871360971447674
Price Change 1 Day Percent,0.001120799340460592
Dividend Indicated Yld - Gross,0.0011086420554120631
Price Earnings Ratio,0.0006695251713671192
