feature,importance
Ask Price,45399019558364.586
inflation_rate,45399019558364.586
Price to Sales Ratio,0.0024681824599499832
Dividend Indicated Yld - Gross,0.0021110747491142412
High Price,0.0020466134945858697
bi_rate,0.0019258683250814865
Price Change 1 Day Percent,0.00180632211548337
Bid Price,0.0017868317082832133
exchange_rate_usd_idr,0.0017756099979293763
Low Price,0.0017248695482543857
Moving Average 20 Day,0.0014984887463963667
Price to Book Ratio,0.0013047245296952982
cpi_index,0.0012655830053626299
ihsg_return_1d,0.001147242313058114
Price Earnings Ratio,0.0008670260148764006
ihsg_close,0.00037640025951495915
