feature,importance
Bid Price,0.004126515117134725
Low Price,0.003463307629936691
Moving Average 20 Day,0.003431099989165612
ihsg_return_1d,0.0032854995800803023
bi_rate,0.002894992389307805
Price to Sales Ratio,0.002894590420138535
High Price,0.0027138761014539217
cpi_index,0.0026339254455904856
exchange_rate_usd_idr,0.002512658043187711
Dividend Indicated Yld - Gross,0.0023641852800586173
Price Change 1 Day Percent,0.0021615584082156102
Ask Price,0.0020011955416132936
Price Earnings Ratio,0.0015987801975908531
inflation_rate,0.001546253867918377
Price to Book Ratio,0.001115008074609063
ihsg_close,0.0009692941301551968
