feature,importance
Price to Sales Ratio,0.005766439437866211
exchange_rate_usd_idr,0.00494190446139934
High Price,0.003611634384530285
Price Change 1 Day Percent,0.003262447226249303
ihsg_return_1d,0.003262447226249303
Bid Price,0.003210334444884205
Price to Book Ratio,0.0024859359759527018
Ask Price,0.0023264959066485345
Price Earnings Ratio,0.002140919930146387
bi_rate,0.0011468644583752972
Dividend Indicated Yld - Gross,0.0008208917764325941
ihsg_close,7.874488752956146e-05
Moving Average 20 Day,0.0
Low Price,0.0
cpi_index,0.0
inflation_rate,0.0
