"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Indonesia","IDN","Official exchange rate (LCU per US$, period average)","PA.NUS.FCRF","","","","","","","","149.583333333333","296.291666666667","326","362.833333333333","391.875","415","415","415","414.999999999","414.999999999","414.999999999","442.045416665917","623.055499999083","626.993999998583","631.756666664167","661.42074999925","909.264833332","1025.9448333315","1110.57999999967","1282.55999999975","1643.84833333333","1685.70416666667","1770.05916666667","1842.81333333333","1950.3175","2029.92083333333","2087.10386666667","2160.753675","2248.607975","2342.29629166667","2909.38","10013.6225","7855.15","8421.775","10260.85","9311.19166666667","8577.13333333334","8938.85","9704.74166666666","9159.31666666667","9141","9698.9625","10389.9375","9090.43333333333","8770.43333333333","9386.62916666667","10461.24","11865.2112962963","13389.4129365079","13308.3268020542","13380.8338788891","14236.9387734818","14147.6713605454","14582.2034678177","14308.1439011897","14849.8539362105","15236.8846620506","15855.4482866711",
