feature,importance
Low Price,0.01072580037742025
Price to Book Ratio,0.006760320194169047
Price to Sales Ratio,0.003454939310904591
Price Earnings Ratio,0.00317058803953438
High Price,0.002596902379817848
Price Change 1 Day Percent,0.0019209308834332536
ihsg_close,0.0011266324017196853
Bid Price,0.0006994508188735266
exchange_rate_usd_idr,0.0006991789650378931
cpi_index,0.0005176962560249693
Dividend Indicated Yld - Gross,0.0004858276814532767
Ask Price,0.0004858276814532767
Moving Average 20 Day,0.0002136231374202502
bi_rate,0.00016847275352726196
inflation_rate,0.0
ihsg_return_1d,0.0
