feature,importance
Price Earnings Ratio,0.02411655358931358
Ask Price,0.020295414386782774
Price Change 1 Day Percent,0.013685216822907197
Price to Sales Ratio,0.013558987055956902
Price to Book Ratio,0.012050531806501865
Bid Price,0.0037565847095619473
High Price,0.0030249285327348294
Low Price,0.0030191024173594405
Moving Average 20 Day,0.0013399682187203628
Dividend Indicated Yld - Gross,0.0013399682187203628
