feature,importance
Moving Average 20 Day,0.0030355558160226827
exchange_rate_usd_idr,0.002459246565898261
Ask Price,0.0018454335452083308
High Price,0.0016271482999321574
Price Earnings Ratio,0.0010786011646915636
Price to Sales Ratio,0.001031776234740389
ihsg_close,0.0010272337861048685
Bid Price,0.0008940311377712836
bi_rate,0.0008307227418602743
Price to Book Ratio,0.0006606294131222646
inflation_rate,0.0004309264882640153
Low Price,0.0002643399639055128
Price Change 1 Day Percent,0.00011045116795382114
Dividend Indicated Yld - Gross,1.2953226658642118e-05
ihsg_return_1d,1.0078516788780805e-05
cpi_index,0.0
