feature,importance
Price Change 1 Day Percent,0.010091446672837866
Dividend Indicated Yld - Gross,0.00822907614347059
Low Price,0.007411368567651759
Ask Price,0.0066082722264885286
Moving Average 20 Day,0.006175269722007215
High Price,0.0051243593508843305
Bid Price,0.0035260254284366975
Price to Book Ratio,0.0031814949984739866
Price Earnings Ratio,0.0009138260987432088
Price to Sales Ratio,0.0001761296084926774
