feature,importance
exchange_rate_usd_idr,0.006508009440666584
bi_rate,0.0064964170627515765
Price to Sales Ratio,0.005153297457662927
Ask Price,0.004774843979652763
Price Change 1 Day Percent,0.002213709618566402
Dividend Indicated Yld - Gross,0.0021890789163686963
Moving Average 20 Day,0.002083915635012088
Bid Price,0.002037802541356846
Low Price,0.0013519537528433536
High Price,0.0012340520746268629
Price Earnings Ratio,0.0005293178604915729
inflation_rate,0.0003928818618684699
ihsg_close,0.0003576338262064378
cpi_index,3.925058214614835e-05
Price to Book Ratio,1.908729318529298e-05
ihsg_return_1d,0.0
