feature,importance
Dividend Indicated Yld - Gross,5730844621173.1875
Ask Price,0.005782406622854817
Low Price,0.005007553503849212
Moving Average 20 Day,0.004831733351976152
inflation_rate,0.0048165160168842204
Price Earnings Ratio,0.004584328614159402
exchange_rate_usd_idr,0.004266689116211349
cpi_index,0.004079802377857851
Bid Price,0.0034514426304062254
Price Change 1 Day Percent,0.0031963507501517694
ihsg_return_1d,0.003033695987717173
Price to Book Ratio,0.002952389871412316
bi_rate,0.002717749547034497
Price to Sales Ratio,0.0024269473549572303
ihsg_close,0.0018491808373522008
High Price,0.0010005058561582739
