feature,importance
Moving Average 20 Day,0.0036022111452242637
ihsg_close,0.0014789387070733148
Price to Sales Ratio,0.0014104282956919924
bi_rate,0.0014001878283604909
High Price,0.0012516476839319957
Low Price,0.0011853241605906122
Price Change 1 Day Percent,0.001037214073688047
cpi_index,0.0010149563207155438
exchange_rate_usd_idr,0.0009936793865138285
Price Earnings Ratio,0.0008996191241442353
Ask Price,0.0008379743675343617
ihsg_return_1d,0.0007338670280498832
Dividend Indicated Yld - Gross,0.0006911407546765798
Bid Price,0.0005145240303216233
Price to Book Ratio,0.0004964265874425583
inflation_rate,0.00021072146487485972
