feature,importance
High Price,0.017250271735600002
ihsg_close,0.013510143458067132
Price Change 1 Day Percent,0.01162297572503148
inflation_rate,0.008210597995352923
Moving Average 20 Day,0.0073339372540228934
bi_rate,0.004899844271130856
Low Price,0.0036870998146090062
Price to Sales Ratio,0.002755896952455968
Dividend Indicated Yld - Gross,0.0021903731397498955
Ask Price,0.0012069529375752792
Bid Price,0.0011197716099559463
ihsg_return_1d,0.0005189506443760671
Price Earnings Ratio,0.0
Price to Book Ratio,0.0
cpi_index,0.0
exchange_rate_usd_idr,0.0
