feature,importance
bi_rate,0.009043583056840247
Price Change 1 Day Percent,0.007509969847807151
Price to Sales Ratio,0.005715034778889582
Price Earnings Ratio,0.004527553588074339
Moving Average 20 Day,0.0043238555922463584
Bid Price,0.0027751340944733843
High Price,0.002443776905494862
inflation_rate,0.002396158028568617
Low Price,0.0018269304846787503
Dividend Indicated Yld - Gross,0.0008527510526339308
ihsg_close,0.0004519035308383025
Ask Price,0.0004434138749881309
cpi_index,0.0002414530270004594
Price to Book Ratio,0.0
exchange_rate_usd_idr,0.0
ihsg_return_1d,0.0
