feature,importance
High Price,0.008023384023302542
cpi_index,0.00491150864178226
Ask Price,0.0043608745598855
Price Change 1 Day Percent,0.0040302487170611944
Moving Average 20 Day,0.002541426763248936
ihsg_close,0.001834563437538842
inflation_rate,0.0016155750257894437
Price to Book Ratio,0.00142728352802806
Price to Sales Ratio,0.0013388694485738173
Dividend Indicated Yld - Gross,0.0010264316573738994
bi_rate,5.777195439718348e-05
Bid Price,0.0
Price Earnings Ratio,0.0
Low Price,0.0
exchange_rate_usd_idr,0.0
ihsg_return_1d,0.0
