feature,importance
Price Change 1 Day Percent,0.005567652863909544
Ask Price,0.0038011011249586275
bi_rate,0.003738224719806262
Price to Sales Ratio,0.003630014297474796
Price Earnings Ratio,0.0036300060649712873
cpi_index,0.0035168847789464044
exchange_rate_usd_idr,0.003335629187576057
ihsg_return_1d,0.0006356095591197824
Moving Average 20 Day,0.00023465768996781358
inflation_rate,0.00023465768996781356
Bid Price,9.97560370403035e-05
High Price,0.0
Price to Book Ratio,0.0
Low Price,0.0
Dividend Indicated Yld - Gross,0.0
ihsg_close,0.0
