feature,importance
Ask Price,450503533004.6814
High Price,450503533004.68134
Bid Price,0.0032866160096669127
Low Price,0.0025766449807811185
exchange_rate_usd_idr,0.002542516655293321
Price to Book Ratio,0.002445984612854348
cpi_index,0.0018672320955921756
Price Earnings Ratio,0.0017070058183106137
Dividend Indicated Yld - Gross,0.0016834005740781575
Price to Sales Ratio,0.0016150997611815126
Price Change 1 Day Percent,0.001527752416864389
ihsg_close,0.001374633599192404
inflation_rate,0.0013563977229441454
ihsg_return_1d,0.0012722859235593028
bi_rate,0.001163978932674142
Moving Average 20 Day,0.0008250400108195396
