feature,importance
Moving Average 20 Day,0.0058927924759729555
High Price,0.00200167015511993
ihsg_close,0.0019049158908113842
Ask Price,0.0017322158854402125
Bid Price,0.0017145495608513338
inflation_rate,0.0017088836018946177
exchange_rate_usd_idr,0.0016834874709108244
bi_rate,0.0016307385778777815
Price Earnings Ratio,0.0015951158807104957
Low Price,0.0015685331102653311
Price to Book Ratio,0.0015654033206301474
Price to Sales Ratio,0.0012359846697366774
Price Change 1 Day Percent,0.000964244039236337
cpi_index,0.000941781963936554
Dividend Indicated Yld - Gross,0.0008912342694987534
ihsg_return_1d,0.0008601375720731418
