trial,val_mae,params
1,18.791712539037338,"{""n_estimators"": 1384, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
2,19.7478987363818,"{""n_estimators"": 774, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0}"
3,18.78967899560095,"{""n_estimators"": 895, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 40, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
4,17.91351731281774,"{""n_estimators"": 330, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
5,18.699446098765836,"{""n_estimators"": 1871, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0}"
6,19.230219313599303,"{""n_estimators"": 435, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
7,18.588366737222707,"{""n_estimators"": 1456, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}"
8,18.567503542860752,"{""n_estimators"": 1222, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
9,19.77373574221265,"{""n_estimators"": 470, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
10,18.6775643674073,"{""n_estimators"": 480, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
11,20.64614381194503,"{""n_estimators"": 1626, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0}"
12,19.737706390828887,"{""n_estimators"": 475, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 12, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
13,20.167888065650306,"{""n_estimators"": 362, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
14,17.875393977564478,"{""n_estimators"": 1371, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
15,23.510655529824017,"{""n_estimators"": 1400, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
16,18.720181002338332,"{""n_estimators"": 1772, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
17,19.170822517884144,"{""n_estimators"": 1495, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
18,18.428053602999935,"{""n_estimators"": 538, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": 12, ""min_child_samples"": 60, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
19,18.160755651218324,"{""n_estimators"": 486, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 60, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
20,20.533611240201203,"{""n_estimators"": 1790, ""learning_rate"": 0.03, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}"
21,18.679673909816337,"{""n_estimators"": 1149, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
22,22.82891023661787,"{""n_estimators"": 1885, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
23,18.184300820711847,"{""n_estimators"": 571, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
24,18.487905816196143,"{""n_estimators"": 1096, ""learning_rate"": 0.1, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
25,22.95814821288489,"{""n_estimators"": 538, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}"
26,19.433948201650544,"{""n_estimators"": 378, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}"
27,22.753754406187436,"{""n_estimators"": 979, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0}"
