feature,importance
Bid Price,0.006209118224274464
ihsg_close,0.005517975465866185
Price Change 1 Day Percent,0.004572169572855226
bi_rate,0.0035280658569461507
cpi_index,0.002582117587250347
Low Price,0.0015403982090692102
inflation_rate,0.0015052614015682254
ihsg_return_1d,0.0010946390083214897
Price Earnings Ratio,0.0009260052815079684
Moving Average 20 Day,0.00033570304483127484
Price to Book Ratio,0.00029167169899058847
High Price,0.0002910907768333937
exchange_rate_usd_idr,0.00026561339230586953
Ask Price,8.638503883654973e-05
Price to Sales Ratio,0.0
Dividend Indicated Yld - Gross,0.0
