feature,importance
Moving Average 20 Day,0.00269946215653627
High Price,0.0020652626152352516
Price to Book Ratio,0.0019302279214780027
Bid Price,0.0017264793801301129
ihsg_close,0.0016955277555288416
Ask Price,0.0014859286811580912
exchange_rate_usd_idr,0.0014170731382748194
Price to Sales Ratio,0.0013819904785048905
Price Earnings Ratio,0.0013639369726756148
cpi_index,0.0012879570107446972
Low Price,0.0012635482745417088
ihsg_return_1d,0.001019856487864956
bi_rate,0.001008282585207074
Dividend Indicated Yld - Gross,0.0009717833205624497
inflation_rate,0.0008375905413314253
Price Change 1 Day Percent,0.0006291872889755476
