feature,importance
inflation_rate,0.013129458134062588
High Price,0.012258089022038295
Moving Average 20 Day,0.012048373146293066
Price to Sales Ratio,0.01113466520328075
cpi_index,0.0067098977451678365
Ask Price,0.00401427502123017
ihsg_close,0.0032177552231587472
Price Change 1 Day Percent,0.0018978364015412067
bi_rate,0.0018978364015411974
exchange_rate_usd_idr,0.0011617818905506267
Price Earnings Ratio,0.0001213753285507361
Bid Price,0.0
Price to Book Ratio,0.0
Low Price,0.0
Dividend Indicated Yld - Gross,0.0
ihsg_return_1d,0.0
