feature,importance
High Price,0.004109458085925627
ihsg_return_1d,0.002781205635983497
Moving Average 20 Day,0.002317802402992837
Ask Price,0.002078478541483897
Price to Sales Ratio,0.001966266159433871
Low Price,0.0012207818605626624
Bid Price,0.0012207818605626624
Price to Book Ratio,0.0008147725544404239
cpi_index,0.000505859582659064
ihsg_close,0.0004794220517699902
exchange_rate_usd_idr,0.00034747532724092417
bi_rate,0.00033436363252500764
inflation_rate,0.00013773565814416443
Price Earnings Ratio,0.00012002741762747445
Dividend Indicated Yld - Gross,0.0
Price Change 1 Day Percent,0.0
