trial,val_mae,params
1,411.725470270466,"{""n_estimators"": 851, ""learning_rate"": 0.1, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}"
2,298.3370027558058,"{""n_estimators"": 1488, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
3,376.78556683642677,"{""n_estimators"": 1941, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
4,395.23009474669374,"{""n_estimators"": 967, ""learning_rate"": 0.1, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
5,315.37986954730815,"{""n_estimators"": 1674, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}"
6,404.6298159508462,"{""n_estimators"": 925, ""learning_rate"": 0.08, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0}"
7,373.4206333662122,"{""n_estimators"": 974, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
8,373.91811698951716,"{""n_estimators"": 1763, ""learning_rate"": 0.03, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 60, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}"
9,348.6280972418984,"{""n_estimators"": 1191, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}"
10,338.111069114783,"{""n_estimators"": 1169, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}"
11,345.1088019984786,"{""n_estimators"": 1528, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 40, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
12,406.57172778637124,"{""n_estimators"": 1938, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 60, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}"
13,330.6105017296754,"{""n_estimators"": 333, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 20, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
14,373.4174617955806,"{""n_estimators"": 1776, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 8, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}"
15,293.71512218729083,"{""n_estimators"": 1032, ""learning_rate"": 0.02, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}"
16,393.52089047080256,"{""n_estimators"": 313, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0}"
