feature,importance,model
t00_Moving Average 20 Day,0.18828393491880663,lgbm
t01_Bid Price,0.16752955377762688,lgbm
t59_Ask Price,0.11346462231643004,lgbm
t59_Bid Price,0.1078385952036849,lgbm
t49_Moving Average 20 Day,0.05742022726898333,lgbm
t38_Low Price,0.04327136266884743,lgbm
t01_Moving Average 20 Day,0.036108337134319685,lgbm
t59_High Price,0.031836924536493394,lgbm
t57_Price to Sales Ratio,0.0296836326131166,lgbm
t55_Low Price,0.029448775897496463,lgbm
t58_Ask Price,0.02367194285589359,lgbm
t58_Low Price,0.019486866417220004,lgbm
t59_Low Price,0.01828485153615377,lgbm
t27_Ask Price,0.012476820352696353,lgbm
t57_High Price,0.009789823533466344,lgbm
t49_High Price,0.009008307962327992,lgbm
t16_High Price,0.00871246482723676,lgbm
t48_High Price,0.008403664624515353,lgbm
t38_Moving Average 20 Day,0.008073553169445306,lgbm
t34_Moving Average 20 Day,0.00789812980986376,lgbm
t11_Price to Sales Ratio,0.007852991554771215,lgbm
t58_High Price,0.00778747185166735,lgbm
t27_Bid Price,0.007367954137626331,lgbm
t34_Ask Price,0.007159866603446635,lgbm
t45_Bid Price,0.007139389328597684,lgbm
t26_Low Price,0.006912267028340964,lgbm
t52_Bid Price,0.006837463693885061,lgbm
t50_Moving Average 20 Day,0.006590764339607092,lgbm
t33_Moving Average 20 Day,0.006208479029192168,lgbm
t04_High Price,0.006011775517969752,lgbm
t15_Moving Average 20 Day,0.005947728548540758,lgbm
t32_Price to Sales Ratio,0.004697373419804755,lgbm
t59_Price Earnings Ratio,0.0042238186863340094,lgbm
t57_Ask Price,0.004220615345827682,lgbm
t30_Dividend Indicated Yld - Gross,0.004085712229054759,lgbm
t35_Moving Average 20 Day,0.003839689690468968,lgbm
t17_High Price,0.003627484160612656,lgbm
t02_Price to Sales Ratio,0.003599987833647859,lgbm
t32_Ask Price,0.003531487778025582,lgbm
t53_Moving Average 20 Day,0.0035238707199139784,lgbm
t28_Ask Price,0.0034583796316933783,lgbm
t03_Low Price,0.0034039122757837273,lgbm
t46_Low Price,0.0032270855763960244,lgbm
t02_Low Price,0.0030961417618717113,lgbm
t48_Ask Price,0.002840832331914745,lgbm
t59_Price to Sales Ratio,0.002838669927404027,lgbm
t58_Bid Price,0.0027135611835014156,lgbm
t23_Dividend Indicated Yld - Gross,0.0026902335994237496,lgbm
t15_Low Price,0.0026725342751395932,lgbm
t56_Ask Price,0.0026652968155390752,lgbm
t16_Ask Price,0.0025397053779155757,lgbm
t56_Moving Average 20 Day,0.0023582384070576575,lgbm
t01_High Price,0.002356342039101337,lgbm
t49_Bid Price,0.0022093317925818727,lgbm
t20_Ask Price,0.002050037021852144,lgbm
t43_Ask Price,0.0020167350329041442,lgbm
t12_Price to Sales Ratio,0.0018995683540325686,lgbm
t16_Dividend Indicated Yld - Gross,0.001827190730098235,lgbm
t32_Price Earnings Ratio,0.0018237819673810568,lgbm
t52_Price to Sales Ratio,0.0017694976546431618,lgbm
t08_Low Price,0.001728378465329972,lgbm
t16_Low Price,0.001704923508038175,lgbm
t18_Ask Price,0.0017015690980145943,lgbm
t34_Bid Price,0.001636675828348364,lgbm
t43_High Price,0.0015780806472414988,lgbm
t13_Bid Price,0.001548911574672923,lgbm
t05_Price to Book Ratio,0.0015448137286970262,lgbm
t34_High Price,0.0015330082672611292,lgbm
t13_Moving Average 20 Day,0.0014919784019178633,lgbm
t16_Moving Average 20 Day,0.0014631152127118773,lgbm
t52_High Price,0.001436592507021454,lgbm
t21_Low Price,0.0013384179662328675,lgbm
t51_Price to Sales Ratio,0.0013361071860493832,lgbm
t42_Price to Sales Ratio,0.001333519555771359,lgbm
t00_Ask Price,0.0013323637321122853,lgbm
t00_Low Price,0.001314257260065047,lgbm
t29_Moving Average 20 Day,0.0012845840220194783,lgbm
t45_Ask Price,0.001273823947226092,lgbm
t51_Low Price,0.001232483681303126,lgbm
t22_Dividend Indicated Yld - Gross,0.0011927320803717524,lgbm
t47_Low Price,0.0011532226060996704,lgbm
t42_Bid Price,0.0011366991610707417,lgbm
t30_Moving Average 20 Day,0.001120496753505946,lgbm
t27_High Price,0.0010842765390215098,lgbm
t29_Price Earnings Ratio,0.0010487807236755878,lgbm
t54_Low Price,0.001038458295848054,lgbm
t48_Price to Sales Ratio,0.001031229430888041,lgbm
t54_Ask Price,0.0009773118198069743,lgbm
t51_High Price,0.0009542445068580484,lgbm
t24_High Price,0.0009286605819878191,lgbm
t49_Ask Price,0.0009243788385727182,lgbm
t57_Bid Price,0.0009227816203910446,lgbm
t29_Dividend Indicated Yld - Gross,0.000919846902282891,lgbm
t50_High Price,0.0009056352447690022,lgbm
t59_Moving Average 20 Day,0.0008953074615906765,lgbm
t12_Moving Average 20 Day,0.0008830879957548514,lgbm
t53_Ask Price,0.0008570839802483133,lgbm
t55_Bid Price,0.0008570815308009252,lgbm
t00_Bid Price,0.0008157186863560168,lgbm
t28_Moving Average 20 Day,0.0008139078739470859,lgbm
t20_Low Price,0.0008050809263944456,lgbm
t59_Price to Book Ratio,0.0007895034036578018,lgbm
t50_Low Price,0.0007619462221928387,lgbm
t49_Price to Sales Ratio,0.000751030125303394,lgbm
t15_Price to Sales Ratio,0.000707582538701705,lgbm
t23_Low Price,0.0007001035455638219,lgbm
t39_Low Price,0.0006616342143799241,lgbm
t55_High Price,0.0006457767942683225,lgbm
t12_Ask Price,0.0006295591025153924,lgbm
t11_High Price,0.0006127868979702716,lgbm
t02_Price Earnings Ratio,0.0005665918260794833,lgbm
t52_Price to Book Ratio,0.0005652135822188797,lgbm
t51_Ask Price,0.0005508606395634531,lgbm
t42_High Price,0.0005111285711228278,lgbm
t35_Low Price,0.0005104017872406726,lgbm
t39_Moving Average 20 Day,0.0004926228461271798,lgbm
t33_Low Price,0.00046347317873360815,lgbm
t47_High Price,0.0004571248854379105,lgbm
t14_Low Price,0.00044917576037995324,lgbm
t50_Price to Sales Ratio,0.0004399378262243567,lgbm
t59_Price Change 1 Day Percent,0.0004373471560275001,lgbm
t46_Ask Price,0.0004100872948418487,lgbm
t40_Price to Sales Ratio,0.0004047887524251644,lgbm
t50_Dividend Indicated Yld - Gross,0.00038859695829150876,lgbm
t21_Price to Sales Ratio,0.0003836205820461885,lgbm
t03_Price to Book Ratio,0.0003744973171733034,lgbm
t40_Price Earnings Ratio,0.0003691700287622257,lgbm
t18_Bid Price,0.00036758642438589143,lgbm
t25_Bid Price,0.0003667499002356062,lgbm
t12_High Price,0.00033774080766985775,lgbm
t21_Ask Price,0.00032997894693252705,lgbm
t22_Moving Average 20 Day,0.00032642590062328757,lgbm
t17_Price Change 1 Day Percent,0.00030690537383197075,lgbm
t20_Bid Price,0.00030600807621007436,lgbm
t03_Price to Sales Ratio,0.0003019736319942321,lgbm
t01_Ask Price,0.0003016378980406242,lgbm
t37_Low Price,0.00029931098694557405,lgbm
t29_Price to Book Ratio,0.00029695804386121067,lgbm
t13_Price Earnings Ratio,0.00027764870872802036,lgbm
t57_Price Earnings Ratio,0.00027761216199294743,lgbm
t00_Price to Sales Ratio,0.0002764563263474431,lgbm
t19_High Price,0.0002749120194213928,lgbm
t36_Ask Price,0.0002742429987564555,lgbm
t05_Price to Sales Ratio,0.00026719723238508356,lgbm
t17_Moving Average 20 Day,0.00026687165528043784,lgbm
t45_Price to Book Ratio,0.0002666443573102944,lgbm
t44_High Price,0.00026580837071028666,lgbm
t10_Low Price,0.000264879139026629,lgbm
t50_Price to Book Ratio,0.00026323615540279716,lgbm
t02_Price Change 1 Day Percent,0.00026237855964229975,lgbm
t58_Price to Sales Ratio,0.00025780592835167353,lgbm
t01_Price Earnings Ratio,0.00025640807774786323,lgbm
t54_High Price,0.00025496084291349593,lgbm
t56_Bid Price,0.0002462355650702,lgbm
t28_Price to Sales Ratio,0.0002393951299098786,lgbm
t06_High Price,0.00023602730499083015,lgbm
t42_Price to Book Ratio,0.000233151977245401,lgbm
t39_High Price,0.0002326634238803462,lgbm
t40_Moving Average 20 Day,0.00022407887630709192,lgbm
t52_Price Earnings Ratio,0.0002226841845297962,lgbm
t13_Price Change 1 Day Percent,0.00022067715798723017,lgbm
t12_Price Change 1 Day Percent,0.000214394980087874,lgbm
t52_Price Change 1 Day Percent,0.00021346925999506802,lgbm
t42_Dividend Indicated Yld - Gross,0.00021327672000523372,lgbm
t41_Dividend Indicated Yld - Gross,0.00020819900491188536,lgbm
t48_Price Earnings Ratio,0.00020739935738603728,lgbm
t24_Price to Book Ratio,0.00020709859774814088,lgbm
t42_Price Change 1 Day Percent,0.00020224348636931183,lgbm
t53_Price to Sales Ratio,0.00019818138778651448,lgbm
t35_Price to Book Ratio,0.00019445990240431318,lgbm
t51_Bid Price,0.00019138491712147448,lgbm
t41_High Price,0.0001893818595814781,lgbm
t14_Dividend Indicated Yld - Gross,0.0001884145478278482,lgbm
t07_Low Price,0.0001883224000767819,lgbm
t22_Price Change 1 Day Percent,0.0001868026086897062,lgbm
t26_Price Change 1 Day Percent,0.000184254130850357,lgbm
t20_High Price,0.0001800894066427532,lgbm
t04_Moving Average 20 Day,0.00017719865188082617,lgbm
t02_Moving Average 20 Day,0.00017189973455910892,lgbm
