feature,importance
Price to Book Ratio,0.0028185341440711176
Bid Price,0.0025170472172529965
Price to Sales Ratio,0.0025153373965366545
Moving Average 20 Day,0.002336071874962611
Ask Price,0.0022719583063790095
Low Price,0.00211678971376736
ihsg_close,0.00207163736174588
High Price,0.001792837276524511
cpi_index,0.001775661127791307
Price Earnings Ratio,0.0017410768955582502
bi_rate,0.0016496431979823394
inflation_rate,0.001425300340855323
Price Change 1 Day Percent,0.0013706261516717333
Dividend Indicated Yld - Gross,0.0011463843859212859
exchange_rate_usd_idr,0.0009791306644772156
ihsg_return_1d,0.0008187605140601582
