feature,importance
Price to Sales Ratio,0.010490394544710091
Price Change 1 Day Percent,0.010292662247472125
Bid Price,0.008616261425777339
Price Earnings Ratio,0.007848978820644942
Low Price,0.007711350562749431
Moving Average 20 Day,0.006288365859654728
Price to Book Ratio,0.004065977910067884
High Price,0.002758904802612961
Dividend Indicated Yld - Gross,0.001813928061164917
Ask Price,0.0005143821239471435
