feature,importance
Moving Average 20 Day,0.004141207647195038
Price to Sales Ratio,0.0032538909154147654
High Price,0.0029508826244942724
cpi_index,0.0029280539580801724
Price Earnings Ratio,0.002916839218838581
ihsg_close,0.002545762977119135
Low Price,0.0023011856069104415
exchange_rate_usd_idr,0.0022721847277022843
Ask Price,0.0022279578241769455
bi_rate,0.002150446169997319
Bid Price,0.0018592069459863886
ihsg_return_1d,0.0017692759594248495
Dividend Indicated Yld - Gross,0.001610324276141852
Price Change 1 Day Percent,0.001584027946308956
Price to Book Ratio,0.0011355239479892976
inflation_rate,0.0009547026226339082
